pdf_file,page,text
Rajasthani03.pdf,101,८३  में गई ने हूं रजीस भराणो। तरे मोने रीस आई। घर माता पिता छाध्या पिण वेर म्हारा जतन करें तिसे छाथी नही । तरे खरली ले रीस महे ऊठि करोत छीथो। जठे आधा अंगरी थे अल्ली हुवा ने आधा अंगरो हूं हुओ। ऐ बातां मरोखे बेठी सुणी । तरे साहंणीने रीस चढी। भमरोखासं उतर पाधरी करिवत छे तठे गई। करोत लेती क्यो म्हारे भरतार ओही साहूकार होज्यो  इसो त्रत ले ने करोत छीधो  दइवरे जोग पणग हेठे गायरो ह्वाड आयो। तिणरा फरस  सूं अछ्ावदीन पातिसाहरे बेटी हुई। छारे साहरे बेटे सुणी साहणी थारे नांम धाराकरोत छीथी  तरे इण साहूकार बीजी बेला बले करोत छीधो। लेतां कह्यो आगछी अखी सूं वाड़ि कांटो मती देज्यो ने मोटा राजबीरे देसोतरे जनम होज्यो। करोत ले ने देह त्यागी । तिको जाछोर कांनड्देरे घरे वीरमदे कँवर हुवो। तिणसूं पेछा भवरी नीयांणासूं वेगमरों नेह छागो । ह हिंवे अठे बेगम पातिसाइसूं अरज कीधी में वीरमदे सोनिगराने कबूल कीथधो मेरा व्याह नका  करो। मेरा खाबंद सिर पोस  जाछोर का धणी है। पातिसाह कह्मो बेगम ऊ तो हिंदू है १ भर गया। २ ख्री पलि। ३ जल्दी से खान करने को राजस्थानी में खरली लेणो कहते हैं। ४ स्पर्श । ५ पीछे से । ६ काशीकरोत का कठिन अत । ७ वाढि कांटो दीज्यो  मुहा० किसी प्रकार का सम्बन्ध न देना। ८ देशपति राजा के।  घारणा लालसा से। १० निकाह मुसलमानी रीति से ज्ादी । ११ शरोभूषण । द
Rajasthani03.pdf,102,८४  मेरी तरफस गाढ़ भांति भांतिस करिसं पिण मेलो तो खुदाय के हाथ है। ऐ वातां करि पातिसाहजी अंबखास तखत विराजिया  खांन सुल्तान द्रीखांने मिल्िया। कांनड़देजी पिण आया। जरे पातिसाहजी रावजीने घणों आदरसू सगाविध सूं बतछावण कीधी ने कलह्यो रावजी हमारी छड़की तमारा छड़काकुं दोधी सलांम करो  हम तुम समधी का नाता है। हमारे तुम बडे रवेसः हो। रावजी कह्यो पातिसाह दीनदुनीरा छो हूं पाधरियों घर रो धणी रजपूत छू पांतिसांहा सगावटु करो रोम संम विछायत रा धणी छे। हूं तो बंदगी करू छूं। पातिसाहजी घणो इृठ कीनो  जरे कह्यो मोटीयारने बूकं डणरी रज्ञाबंध री बात छे। तरे हाथी घोड़ो मोदियांरी माल खजर देने दिदा कीया ने क्यो सुबे केंबर क॑ लेने बेगे आइयो  कांनडदेजी आय ने कंवबरने सगढी हकीकत कही । तरे कंबर कह्नो रावजो जो कबूलां नहीं तो तुरकड़ो अठे ही मारे । तिणसं प्रभाते हूं साथे चारूस्य ने हूं वातां करलेसे। प्रभात हुवा कॉनड्देजी रांणकदेजी दीरमदेजी तीने वडी पोसाख कर हजूर आया। मुजरो कीयो। तद पातिसाहजी वीरमदेजीने फरमायो बँवरजी हम तुमारे तांदे हमारी छड़को साइबेगम दीधो कुरनसप करो  वीरमदेजी सिलाम करि क्यो हजरत म्हे घररा चॉटिजद।शधारदाककीर । अर सइुनीननननाननननननननमनन मनन मन बन नननन नकल नमन गति ण लक लत  क  लतखन । १ मिलाप। २ समाएन के दंग से। ३ प्रिय सम्बन्धी माननीय आत्मीय जन । ७ सीधासादा । ५ सगपन सम्बन्ध। ६ शेम संसप्राचीन काल में भारतबर्१ से बाहर के दाप्छों के लिए साधारणतः प्रयुक्त होता था । ७ रद्ामंदी आह्ला। ५ स्वीफास्सूचक अभिवादन कृतकताप्रकाश ।
Rajasthani03.pdf,103,८५  थणी रजपूत जमीदार भोमियां छां पातिसाइरा पंगड़ा म्हारे घर छायक नहीं ने पातिसाहां हमकूं दीवी तो कबूछ कीबी पिण परणस्यां म्द्वांरी हिंदुरी राह । तदि पातिसाह कल्मो तुमारी राह केसी  तद कंवर कह्यो वरस २३ वॉनि जीमेंगे । पीछे जांन बणाय तोरण बाँदि चँँवरी बँधाय परणेंगे। दिल्लीरा धण्णीरे घरे परणां जिसो सांमो खज्ञांनो म्हां कने न छे । दिणसूं नाकारा री अरज करा छां। पातिसाह कह्योे छाख १०४ रुपीया खजांनांसे ले जाबवो ने तीन वरसरी सीख दीबी। वेगे तुमारी राहमें आइयो। सिरपाव दीघो। रुपीया खजांनांस कढाय डेरे मेल्या। अबे तीनां मिसलछदः कीधी। देशमें पोच गढ समझो तो इयांरो मुँहडो तोड़ा । आ वात करि चाछूणरी तयारी कीधी। तरे साहवेगम पातिसाहसं अरज कीधी कि रेबलेजहां ऐ हिंदू है दगादार जाणां आये नावे तिसे इणका चचा ९ राणकदे क उबाल  मांहे राखो। पातिसाह कह्मयो खूब कही । अबै १ भूसिपाल जागीरदार । २ प्रतिष्ठित संतान । ३ रीति रस्मपूर्वक ४५ व्याह होने के कुछ दिन पहले वर अपने कुहुम्बी ओर प्रियजनों के यहाँ भोजलनार्थ निमंद्रित किया जाता है इसे बॉन जीमणो कहते हैं । बीरमदे बादशाहों का दामाद हैअतणव छुछ दिन नहींवल्कि कुछ वर्ष तकबावशाह के घन पर वॉन जीमेगः । ५ बरात  ६ सामान  ७ नाँही । ८ सलाह ।  धोखेबाज  १० न जाने । ११ बदले मेंवरी के किसी आत्मीय जन ४५ को किसी हा्त पर अधिकार ० व रखना ओर शर्त पूरी हो जाने पर छोड़ देनाइसे उवाल  १७  कहते हैं।
Rajasthani03.pdf,104,पमन््यक द् कि प् कांन्हडदेजो सीख मांगणनं आया। तरे पातिसाहजी फुरमायो रावजी एक तुम्हारा छोटा भाई राणगदे हमारे पास राख जाबो ज्यूं हमारे निसांखातर रहे। कान्हड़देजी आरे कीधी। तरे रांणकदेजीरे असबारीरो धघोड़ो मींथड़ो देवांसीः छे तिको घणो चलछाक छे। एक आसो चारण रांगणदेजीरे। तिणसूं घणो जोव । तिणने राखियो। एक चाकरीने खबास तीन आदमी ने तीन धोड़ा राखिने जाछोरने चाल्या। तरे राणगदेजी कह्यो गढ़ वेगो करावज्यों। कांनडुदेजीरे सोनांरो पोरुसो तो आगेहीज छे पिण दिलीरा धणीरी तपस्या करड़ी। तिणसं कुंही कहणी नावे थी। इण वांत ऊपरां जीव आसंग प्रथ्वी मांदे नाम राखणने इतरो कांम कीथो। गढ कराय वेगो समाचार देज्यो। अठारो चढ़ियो उठे हीज पागड़ो छोडस्यूं। इतरी वात कह राइ कूच कीधो । तिके मजलांरामजछां जालोर आया  सखरो मुहरत जोय गढरी नींव दिराई पिण गढ करावणरो उतावछो घणो गाढ़ मांडियो। रुपीयो पइसाजं जांणे नहीं। पक्के पातिसाहजी तगे मुगछ तिणने कहो राणकदे सोनिगरानं म्द्वारी हवेी मांहे राखो। इणका जाबता तुमारे हवाले है। तगें कबूछ करी  रांणकदे पशसा एक भर अमर गलियो पीबै ने अमछ पइसा एक भर आसो चारण करे। नें रांणक देजी अमछ करि कटारी बांधि फ्रींथड़ा ऊपरि असवारि होई ने खुरी १  विश्वास । ९२ देववंशी दिव्य। ३ प्रेम मोह। ४ प्रतिष्ायुक्त २ देववंशी दिव्य। ३ प्रंम मोह। ४ प्रतिष्ठायुक्त छवर्ण खजाना इत्यादि १। ५४ भाग्य अधिक प्रबल है पूर्व जन्म के कर्म अधिक प्रबल हैं । ६ हिम्मत करके । ७ शुभ ।
Rajasthani03.pdf,105,८७  करावै । तद अमर ऊरौ । तिको तगो देखे । तगें पृछियोरांणकदेजी अमलकी तुम्हारे या क्या तरे है। तरे राणगदेजी कह्यो अमछ ने जिण सभाव घाते तिण ढीज ढाल  ऊरें जिको मोंथड़ारी खुरी बिना मीयांजी अमल ऊरीं नही । अबे दिन ७ में मुजरे जाय  पातिसाहजी बहुत प्यार करे। समाचार वार वार पूछे  मास २३ ने पातिसाह पूछियो रावजी ने कँबरजो पोंता की कुसल खेम के कागद आए। रांणगदेजी कह्यो चाल्यां पछे रावजी पोतांरो समाचार आयो पण वीरमदे दोड़ गयो थो तिणरो सहिर पोतों नहीं। तिणरो समाचार नायो छे । तिणरी फिकर घणी छे । आदमी च्यारे तरफने दोड़िया छे । ऐ समाचार छे। वर्ले समाचार आसी तद मालुम करिस्यूं। मास १२ नें वर पातिसाह पूछियो। हरे रांणकदेजो कह्यो अज्े स काई खबर नाई छे । तिणरो म्हाने घणो सोच हुवे छे । दी पातिसाहस् मूंढामुंढ नटणी नायो। तिको चाल्यां पछे कठे ही गयो सो परमेसरजी जांणै हजरत बहुत फिकर दै। तद पातिसाहजी क्ट्यो या तो बुरी हुई खुदाइ भली करेंगे। पातिसाह मांढे बेगमने कही । तद बेगम क्यो हिंदू दगैदार है फूठ कद्दै है। जहांपना इनकी जाबता रखियो हिंदू नाठ जायगा। पक्के पातिसाहजी गवेसोः छोडियो नें न छोडियो पिण छे।  १ घोड़े को फेरते थे। २ अफोस का नशा चढ़े। ३ दंग से  ४ पहुँचने की। ४ झुँह पर प्रत्यक्ष में । ६ नांही निषेघ करना । ७ भाग जायगा  पूद्दताछू गवेषणा ।
Rajasthani03.pdf,106,८८  लिसे वलखरे पातिसाह भेंसी एक मातो जिणरा सींग थेट वांसां सांई आया वांसों सगछो ढक गयो छे तिण साथे आदमी ठावा इका  दे दिल्ली मेलिया छे ने कहायो छे इणने जे मत करज्यो ने इणने मटकासू मारि ने हमारा चाकराने सीख देज्यो। देखां तुमारे सिपाई केसे है । पातिसाही मांहे इसो समाचार छिख मेल्ियों। तिके भेंसो छीयां दिल्ली आया। पातिसाहांसू मिलिया हकीकत कही । कागद दीधा। परातिसाहने भेंसो दिखायों। तद एातिसाह भल्ता मछा सिपराई इका बहादर था त्यांने खुछाय वुलाय ने तरवारियां बहावे तिके तरवाररा वटका २४ है पिण सींगरी छाती  ही उतरे नही। इणरो पातिसाहने घणो सोच हूवो। आदमी आया छे स्यांरी जाबदा घणी करे। दिलासा घणी करावे। भेंसो रातबां खाये तिणरो किणहीसूं सींगरी छोती ही करणी नावे। तरवारियां खुरासांणी थी तिके सग़ी भागी सिपाई बलि करि करि हारया । यों दरसत २३ तांई रह्या। पातिसाह कने सीख मांगी। तरे पातिसाह बेदछ थके घणी खुसामद् कर सिरपाव खरची देने बिदा कीया  तिके चालता चालता जालोर आया। तिसे गढ़ पिण तयार हुवो  फ्ये कांगुरा हणा रह्मा था  तठे बीरमदेजी असवार दोय वाग जाये छे। विच माहे जमरांणा रो वाहण होय तिसो भेंसो मातो हाथीरो सो कांधो सींग जाडा  बोड़ा   छांबा वांसो  सगलो १ पिछाली तकपौठ तक।  विश्वासीताकतवर पहलवान। रे जियह करना। ४ हकड़े। ५ छिलका । ६ टूटगई । ७ बेमन दुःखी । ८ यमराज ।  वाहन सवारी । १० मोडे पुष्ट । ११ बहुत बहुल । १९ पीछे का भाग पीठ ।
Rajasthani03.pdf,107,८६  ढक गयो । देखि कवर वीरमदे ऊभो रो पूछियो दुश्त भेंसो कठे ले जाबवो छो । तरे मीयां कह्यो बछखरे पातिसाह दिलीरा पातिसाह कने मेलियो थो जमे करो मती। मटकासू माथो वाढि हमारे तांई सीख दिराई थी  तिको वरस तीन रहे परिण पातिसादी मांहे कोई सिपाई नहीं  दिलछी का पटेंछ है जमींपट में भें  खाये इतरी वात संणि बीरमदेने रीस ऊपनी। तिको पाखती भेंसारे पसवार्ड  आय चरताले कड़ियांस तरवार वाही तिको सींग ने माथों वाढि दोय बटका कर जांख्या। मीयां देखता हीज रह्मा। वाह वाह सगलां क्यो  कँचर तो पाछा गढ सिधाया ने मीयां तो पाछा दिल्ली गया। जाय पातिसाहजीने माथो सींगांरा वटका दिखाया ने कह्नो ऐसा सिपाई हजूर राखीजे। जाछोर कांनड़दे का कवर वीरमदें नां कुछ बल कीया नां तरवार तोली कँवराने छोह करे त्युं कीधो पातिसाहांरो बोलबाछा हवा । इतरो कहि मीयां सीख मांगि बढखने गया। इण मेंसारा मुजरासं पातिसाइजी घणा राजी हुबा। वीरमदेरी खबर पाई। तरे पातिसाहजी इण मुजरांसूं रांणकदेने क्युं ही क्यो नहीं। तरे सोनैरो छड़ीदार मेल ने राणकदेने बुलाय रावजो तुम्द कह्यो कंदररी खबर नहीं सो तो हमारी पातिसाहीका कँवर बोलबाला कीया विणसे तुम ऐसा दंगा कीया भूठ दजूर कक्लो तिणको गुन्दहो माफ वगसियों।  न कननमननक लगन ॑णनिनाननगनि गिल फनन जे १ वेसभय वेऋत अथवा हुरंत भद्दी शकल वाला  २ स्वामी  ३ अर्थ अल्पष्ट है संसर्ग से अर्थ लिया जा सकता है ऊफ्त ही जमीन का मालिक बना बेठा है ४ एक बाज़ू की ओर  ५ यश्यप्रशस्ति
Rajasthani03.pdf,108,६०  पिण अब कंबर सिताब हजूर आबे त्यू करो । राणकदेजी कह्यो हजरत मोनें अज्ञेस  ठीक खबर नहीं छे । पातिसाह फुरमायो तो अबे ताकीद करि बुलावू छुं । सीख माँगि तगारे मेलो डेरो छे तदे आया । इण भैसारे छोह करणैसू रांणगदे घणो विराजी हूवो । भूठी साची वात कहि भूछाई थी । पाछासू परातिसाह तगा मुगलने क्यो हिंदू हमारी निजर दगादारसा आवता है ने हरा रहा तो चढ़ि चालतो रहैगो। तिणसें घणो जाबतो राखज्यो। वर्ले सोनारी बेड़ी दीधी आ राणगदेरे पगां माहे घालिज्यो। चोकी प्रोहरे घणी जाबता राखज्यो । इसो हुकम लेने तगो हवेढी आयो  तिसे पातिसाह ओठी आदमी जालोर चासभास हलैणने मेल्यो थो तिकोई आाय पोतो । आदमी कह्यो गढ सम्कियो उठे तो वेढरी त्यारी छे । बारे बरस तांई धांन घृत ते गुल खांड अमछ भांग तिजारो किरांणो कपडो मूंग धणो दारू सीसो छोहरो सांमान कीयो छे । दहीसू रुईरा फंभा  लपेट बावड़ी भरे छे। इसी वातां बेगमसू कही। तरे बेगम आदमी पातिसाहरी हजूर मेलियो ने अरज थी ज्यूं कही। ऐ समाचार तगाने दे मेल्या घणो जाबतो करज्यो  अबे सोनारा थार मांहे सोनारी बेड़ी तगो घाहि ल्यायो । तिण वेलां रांणगदेजीरे अमछ करणरी वेला छे । तठे तगै कह्यो रावजो पातिसाहरो हुकम छे बेडो पगां माँहे राखो  तठी आसो चारण हसने कहै १ अभी तक तो। २ आुलावा दिया था। हे बेफ़िकर । ४ पहरे पर । ५ जासूस संदेशवाहक । ६ ख़बर । ७ युद्ध की। ८ फुटकर चीजें  ६ छनिया। १० रूई के पहल  घावों की मरहम पट्टी करने के लिए ।
Rajasthani03.pdf,109,६१  द्दां रणएका रुएकणकेह रायआंगण रमियो नहीं । तो पहिरसः केम पगेह वड़नेवरी वर्णीरउत  ओ दूहो सांभलि राणकदे कह्मो मिरजाजी अमर करूं पछे हुकम प्रमांण छे । तगें कह्मो खूब कड़वा आरोग ल्यो । तरे अमल करयौ कटारी बांधि ने मरींथड़ें असवार हूवा । तरे तगे कह्यो हिंदू अजब गिवांर है वरजतां मांहे घोड़े असवार हुवे छे । तठें तगारो बचन सांभलि आसो कहै द्हो तगा तगाईं माति करे बोले मुंह संभालि । नाहर ने रजपूतने रेकारे ही गाल ॥९ तयो न जांणे तोल मूरख मंछरीकां तणो । वायक घुणतहु बोल मारे के आगे मरे ॥२  १ है राणकदे ये बेड़ियाँ रूनकुन करके ऋनक रही हैं । तू तो अभी राजद्रवार में खेला ही नहीं  अपना पराक्रम दिखाया ही नहीं  । तो है बनबोर के छत क्या अब इन बेड़ियों को पहन कर बंदी की तरह दरबार में जायगा । २ अरे तगा तू एष्ठता मत कर मुख में से सँभाल कर बचन बोल । शेर ओर राजपूत को ओरे या रे कहने से गाली लगती है  ३ सूर्ख तगा पोरुष पूर्ण मंछरीकां  पुरुषों का तोल  मूल्य  नहीं जानता । ये लोग ओछे वचन छनते ही या तो शत्रु को ही मार देते हैं या स्वयं मर जाते हैं ।
Rajasthani03.pdf,110,६२  इतरो सुणतसमों राणकद्ें कटारी काढ तगारी छाती मांहे जड़ो के भर भादवारों कहक ने वीजछी पड़ी । तिके तीन कठारी जड़ि हेठो धरती भेलो कीयो। तरे आसा ने खबासने रांणगदे कह्मोथे थांहरे पापे पृण्ये होज्यो । म्हेतो थेट जालोर गयां पागड़ो छोडिस्यां ने थे डावाजीमणा  होयने वेगा पधारिज्यो। इतरो क॒ह्मयां आसो ने खास सैर मांहे रमता रह्या नै राणकदे चछाया । तिसे हवेली मांहे कूक पड़ी  सैहर हलचल चढियो  तटै ड््हा सुध पूछे सुरतांणय भो केहो कोलाहल कटक । के रीसवियो रांण के मेंगल थांग मरोडियो ॥ जरे अरजबेगी जाय हजूर वाको दीयो सोनिगरो रांणगदे मिरजा तगाने मारि भागो  पांतिसाहजी कह्मो हम जांण्योहीज थो । भर्ां खूब सिताबुन बगसीने हुकम दीयो वरजरूर जब्बर अमीर उमरावांरी वाबीसी बिदा करो ने सिताब भेर करनाछु कूच की करांगो । मीर मजर डोरी दे  विदा कीया । मजछ चोके तुरत न   ७   १ मानो कि। २ पापे होज्यो सुहा० अपनी आप संमालना । ३ सीधे ठेठ । ४ दाँये बाँये छुक छिपकर । ५ अल्तर्धान हो गये  ५ दिल्ली का उछलतान खबर पूछता है कि कटक में यह केला कोलाहल है । क्या राणा कुपित हुआ  अथवा मदोन््मत्त हाथी खम्मे से छूटा है ७ खबर दी । ८ जल्दी । ६ तोप की आवाज कोई विशेष सार्वजनिक सूचना देने के लिए । १० अभय दकर सना देकर । ऋषजक अत।
Rajasthani03.pdf,111,६३  बावीसी विदा चढ़ियां घोड़ां करि आपरा डेरा खड़ा कराया नें बावींसीन कछ्लो हम तुमारे पीठ छूगें आवते हैं । अब रांणगदे दिन घड़ी चःर चढियां दिल्ली थी चढियो थो तिको राति घड़ी चार पाछलो थकां रोहीठ गाँवसं उरे कोस चार एक गांव पाखती नीसरे छे  तठे डोकरी  एक गोबर वोण छे । विणने राणगढे पुछियों डोकरी ओ किण प्रगनारों गांव छे । तरे डोकरी कटल्मो प्रगनो सोमतरो छे तरे जांणियों जोछोर तो नेड़ी कीयी । बे पूछियों डोकरी काई नबी वात सुणी । तरे डोकरी कह्मो बेटा घणी वेल्ा हुई बात सुणियानि । रांणकदे कह्मो कठारी बात सुणी । डोकरी कह्मो रांणकदे सोनिगरों तगा मुगढने मारि भागों ने वांसे  बाबीसी विदा हुई छे ने तिणरे पूठे पातिसाह आप छे । इसी बाद सांभलि राणगदे तांमस खाय क्यो फोट मींथडा तो पहिली बात आई । वठे घोड़ो देवंसी तिको फिटकारों सुणतसमों धूजणी खाय हीयो फूट हेठोः पड़ियो । रांणगदे ऊत्तर अलगो हुबो । सोच करण छागो चढीजे क्रिण ऊपरां । तरे डोकरी कटह्मो बेटा रांणकदे तें फिटकारो क्य॑ दीयो स्हे तो सीकोतरी छां। जरे तें तगाने मारथो तरे हूँ उठे हीज थी । इसा घोड़ा फिठकारे गमीजे   नहीं  धरे राणकद कहो माला अब थेट आज दिन ऊगवां पहली जालोर पोइतो जोईज। हरे सीकोतर सांवड़ी   हुई ने कह्मो म्द्वारी पूठि ऊपरि चढो  तरे रांणगदे पूठि मं जननन मे १ बाईसी  २१००० संख्यफ सेना सेना  २ इधर । ३ बुद्ध खो । ४ पीछे से । ५ क्रोध । फिटकार । ७ कम्प । ८ नोचे।  शाकिनी तांत्रिक खी । १० जोये जाते । ११ श्यामा चिड़िया
Rajasthani03.pdf,112,६४  ऊ्रा बंठो ने सीकोतर उडी तिका राति घड़ो दोय पाछली थकां गढ़ माँहे मेल्यो। सीकोतर पाछी आई । तरा पछे मींथडारो थड़ो करायो । मींथडार नांवे गाँव बसायो । तिको कवांजीरों कोथडो कहीजे छे । कान्हड़देजीन मुजरो कीयो  वीरमदेनीरो मुजरों छीयो। दिल्लीरी सगली मांड नै बात कही  तठें गढरों घणो गाढ जाबतो कीयो। ते रजपूतांने बारा बरसांरो रोजगार चुकाय दीयो कद्ा मोती सिरपाव घोड़ा बधारो  दीयो नै कट्यो रावतां गढ थांरीं सुजा ऊपरे छे गढ थांहरे खोले  छे गढ फूटरो दीसे सोनिगराने पाणी चढे त्यं करिज्यो । रजपूत बोल्या महारावजी रो छंण ऊजछो करिस्यां अबे पातिसाहजी घोड़ो छाख दोय छीयो ने गढरो घणो गाढ सुणियो । जरैबडी बडी नाल सो जंटजटेः तिसी सईकड़ांबंध लीनी। जिके दोय मण तीन मणरों गोलो खाय। हाथी पूठे दल्ला देतरे  खिसे । दिस नाछां छीधी । ओर नाछारी किसो किसी गिणत छे  अगन बरसे  इसी भाँति फोजरो चकारो  छीयां गढ छागा। साह वेगम रो चकडोर साथे छे  कोस दोयरे आंतरे डेरा दिया । वेढ हुवे पिण  ७॑॥७७७७७७७७७ आई ग़ढ़रो जोम दिन दिन चढतो दीसे। इसी भांति बरस बारह हुवा। गढ़ मिल  नहीं । गढ माहे सांमो  खूटो। तरे वीरमदेरी कतरी  १ स्मारक यूह । २ व्योरेवार । मे बुद्धि। ४ पुत्र करके ग्रहण करना । ५ झन्द्र  ६ यशवृद्धि हो  ७ लूण करिस्याँ मुद्दा० स्वासि मक्ति का प्राणपण से प्रसाण देंगे । ८ भुंड की कुंड इकट्ठी हुई । ६ सकढ़ों हो। १० हाथियों द्वारा पीछे से खींचने पर खिलें। ११ चक्र मंडल । १५२ औज । १३ ट्टे विजिस हो । १४ सामान रसखद । १४ कुतिया
Rajasthani03.pdf,113,६५  व्याई थी तिकारो दूध ले ने खीर कराई  ठिके पातलछारि खीर छगाय ने छसकर दिसी नाखी। तिके ज्येरीज्यं पातल्लां पातसाहरी हजूर ले दिखाई । जरे पांतिसाहजी उमरावांसू मिसलत कीधी ने कल्यो जिण गढ मांहे अजेस खीर खाईजे छे तिण गढरों मिलुणरो किसो भरोसो  तिणसु बारे बरसरो जोग बारां बरसां री तपस्या ज्यें बारा बरसरी वेढ फते होय तो भर्वां नहीं तो ही भरां। तिणसू पाछा दिल्लीन चाछो  इसो मचकूर  करि पाछा डेरा चछाया। कूच री अवाज हुई । करनाछ कराई । मोरचा उठाया। बेगम साथे ले पाछो कच कीयो  तिके खंडपभवराणी आय डेरा दीया  तठे छारे कान्हड़देजी रांणगदेजी वीरमदेली गढरी पोलि खोली  बारे बरसां गढरोहो  टलियों । सेंदाना वाजे छे । चारण भोाट जाचक गीतगुण ले ने मिले छे । बिरद दीजे छे  गोठरो हुकम हुवे छे। तिके रसोड़ा दार गोठ बणाबे छे  दारू रो पंणगो हुवे छे । तिण समे आगे बरस पछी दहिया दोय रजपूतां मांहे मोटो खन पड़ियो । जरे दोन्यां ही नें सूड़ी दिराया था । तिके सूक खेलरा हुई क् रन्त हक आन गया छे । तिको बायरो सबलो वागो  तिणसू् बेऊं जणां दृहियांरो मूंढो भेड़ो हवो । तिके वीरमदेरे निजर चढ़िया। तरे वीरमदेजी दारू री मतवाल मांहे कहणरी सुध न छे  तिण वेलां बीरमदेजीरे बहिनेवी १ छोते जाने का गढ़ के गिरने  हाथ आने  का । २ निश्चय । ३ संभवतः रणथम्भोर का ड़िला ९ ४ गढ़ का शात्र द्वारा अवरोध। ५ धोसा। ६ शरात्र की गोष्टी। ७ कसूर अपराध। ८ सूला हुआ कंकाल   हवा ।
Rajasthani03.pdf,114,६  द॒हियो छे तिको बैठो छे। तिणसू मसकरी मा कल्लो आजरा दृहिया मतो भंडो करता दीसे छे न० अत ही पेन गढ़ भिलावै छा । जरे दहिये बहनेवी कह्यो मडांने किसा बोछ वचन कहो छो । तिको वाचा बंधी कासीकरोत छीघी थी तिको चूके नही । भवस्य माथे वीरमदे कहो मूवांरा थे जीवता भाई छो मद॒त करो नै भायांरो बैर यो । पातविसाहसू मिलि नै गढ़ भिलाबो । तद दिये कह्यो बडा सिरदार नर निंदवीजे नहीं। नरांरी अणमाप्री रोशि छे चाहे ज्यू करे वो थांहरी मी चिंतवां छां  पिण मोटा बोल तो श्रीनारायण छाजे । मूंढे तो इसी कहै पिण मन मांहे जाणै छे कदि सीख मांगि  म कब है अीकषन हो बाहखाह ज। तु मिल  तिसे दारहूरा प्याछा फिरिया  सगलांने प्याद्षा देदे चाक कीया। गोठ जीमिया । राति आधी गयां सीख हुई । बीजे दिन दिये क्यो बारे बरस टावराँसु बिछोदे रहता । अब फते हुई तुरक पाछो गयो । हुकम हुवे तो घरे जावां  तरे वीरमदे मोती कड़ा सिरपाव दे घोड़ो देने घरांने विदा कीया। तिके असवार हुई पाधरो खुंडपभवरांणी आयो । आगे पातिसाइजोीरे कूचरी भेर हुई छे। हठे दृहियों दोढो जाय अरजवेगीने घणो राजी करि मांद्दि कद्दायो जाछोरस् रजपूत जात दृहियो वीरमदेरो बैनोई बीरमदेसु विराजो थको गढरा ठैणरी अरज करण आयो छे हुकम हुवे सो करां  तरे पातिसाइजी हजूर हाथ बंधाय बोछाया। पगे छागा  द्वाथ खुलाया झुरा विचार घात का विचार । २ भरे हुओं को सुरदों को । ३ प्रतिक्षाबद्धू वचनबद्ध । ४ पुरुषार्थ । ४ शोभा देता है । ६ छका दिया अर्ज़ करनेवाले सेवक को ।
Rajasthani03.pdf,115,६७  पाविसाहजी फुरमायो तुमारा आवणा फ्यू हुवा । तरे दहिये कह्मो हूँ वीरमदेरों बहनेवी छूं । बोल  मारिया। पातिसाहाँरा भाग मोटा के । गढ मांदे सांमो खूटो छे खीर कूतरीरा दूधरी थी । हूं कहूँ जठे जठे गाढ़ करि मोरचा लगाईजे । म्हें गढरा पूरा भेदी छां गढ़ मिलावणो मां हाथ आयो । पातिसाहरा तप तेजसु चढ़ियां घोड़ां गढ़ फते करिस्यां । जरे साच आयो । जद दहियारा माणस खालड़ बोड़ावड़रे परगने रखाया । तिके दृहियावाटी कद्दीजे छे ।  अब पातिसाहजी पाछो कूच कीयो तिके गढ जाय छागा। तटे वर्ले गढरी पोढि जड़ी। अठे वीरमदेरे वाघो वानर रजपृत छे । रोज गारी छे । तिको हमेसा वीरमदेरे रसोड़े छे। आदमी सोचार जीमे त्यांने सोनारा थार दोजे। त्यांमें वाधो चल करि ऊठतो थालरे ठोडारी  दे तिको बिच मांदहिसू आंगुल चार टुकड़ों उड जाय  तिके हमेसां संधाईजे । थों दोइ्से तीनसे थाढु संधिया । तिके एके दिन वीरमदेने निजर आया । थालु असंध कोई दोसे नहीं। तिणरो कासू बिचार । जरे रसोड़ादार कहो राबछ  दाधो वानर रजपूत आरोग ने थांदुरे ठोछारी द॑ तिको बिच मांहिस टुकडा हो जाय सो हमेसां संधाइजे छे । इतरो सांमलि वाघा वानरने तेड़ाय ने मिलिया वांह पसाव कीयो ने कह्ो थाढ् तो सगढा असंध कीया तिसाहीज गढ कांम हाथ वाहिज्योः। बाघ क्यो श्री कंवरजी करड़ो मोरचो १ ताना व्यंग्य । २ ख्री बालबच्चे आदि। ३ सारबाड़ में एक स्थाव। ४ उँगली के बीच के हड्डीवाले जोड़ के प्रद्दार करने को डोला कहते हैं। ४ जोड़ लगाये जाते हैं । ६ राज्यग्रृह राजपरिवार में । ७ बुलाकर । ८ चलाना। ही
